回号,抽せん日,当せん番号,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
第5124回,2019/03/01,5667,5,6,6,7,749000.0,62400.0,405700.0,31200.0
第5125回,2019/03/04,7315,7,3,1,5,590600.0,24600.0,307600.0,12300.0
第5126回,2019/03/05,2002,2,0,0,2,832600.0,138700.0,485600.0,69300.0
第5127回,2019/03/06,1610,1,6,1,0,709900.0,59100.0,384500.0,29500.0
第5128回,2019/03/07,4047,4,0,4,7,1152600.0,96000.0,624300.0,48000.0
第5129回,2019/03/08,5292,5,2,9,2,1363700.0,113600.0,738600.0,56800.0
第5130回,2019/03/11,7525,7,5,2,5,707000.0,58900.0,382900.0,29400.0
第5131回,2019/03/12,1625,1,6,2,5,821200.0,34200.0,427700.0,17100.0
第5132回,2019/03/13,3718,3,7,1,8,580500.0,24100.0,302300.0,12000.0
第5133回,2019/03/14,2392,2,3,9,2,1012100.0,84300.0,548200.0,42100.0
第5134回,2019/03/15,5728,5,7,2,8,821900.0,34200.0,428000.0,17100.0
第5135回,2019/03/18,4945,4,9,4,5,1268400.0,105700.0,687000.0,52800.0
第5136回,2019/03/19,6998,6,9,9,8,1077400.0,89700.0,583500.0,44800.0
第5137回,2019/03/20,2702,2,7,0,2,1008000.0,84000.0,546000.0,42000.0
第5138回,2019/03/21,905,0,9,0,5,652300.0,54300.0,353300.0,27100.0
第5139回,2019/03/22,8719,8,7,1,9,939800.0,39100.0,489400.0,19500.0
第5140回,2019/03/25,4172,4,1,7,2,817800.0,34000.0,425900.0,17000.0
第5141回,2019/03/26,1871,1,8,7,1,977500.0,81400.0,529400.0,40700.0
第5142回,2019/03/27,1785,1,7,8,5,983200.0,40900.0,512000.0,20400.0
第5143回,2019/03/28,4386,4,3,8,6,960900.0,40000.0,500400.0,20000.0
第5144回,2019/03/29,1083,1,0,8,3,898700.0,37400.0,468000.0,18700.0
第5145回,2019/04/01,4001,4,0,0,1,436200.0,36300.0,236200.0,18100.0
第5146回,2019/04/02,8811,8,8,1,1,644000.0,107300.0,375600.0,53600.0
第5147回,2019/04/03,9229,9,2,2,9,498200.0,83000.0,290600.0,41500.0
第5148回,2019/04/04,1200,1,2,0,0,888700.0,74000.0,481300.0,37000.0
第5149回,2019/04/05,9688,9,6,8,8,1304600.0,108700.0,706600.0,54300.0
第5150回,2019/04/08,8391,8,3,9,1,892500.0,37100.0,464800.0,18500.0
第5151回,2019/04/09,4889,4,8,8,9,1463300.0,121900.0,792600.0,60900.0
第5152回,2019/04/10,4289,4,2,8,9,836100.0,34800.0,435400.0,17400.0
第5153回,2019/04/11,7670,7,6,7,0,1129500.0,94100.0,611800.0,47000.0
第5154回,2019/04/12,431,0,4,3,1,1047700.0,43600.0,545600.0,21800.0
第5155回,2019/04/15,7267,7,2,6,7,1477100.0,123000.0,800000.0,61500.0
第5156回,2019/04/16,8597,8,5,9,7,978900.0,40700.0,509800.0,20300.0
第5157回,2019/04/17,7206,7,2,0,6,1230200.0,51200.0,640700.0,25600.0
第5158回,2019/04/18,3048,3,0,4,8,1031300.0,42900.0,537100.0,21400.0
第5159回,2019/04/19,1392,1,3,9,2,1006700.0,41900.0,524300.0,20900.0
第5160回,2019/04/22,6352,6,3,5,2,854900.0,35600.0,445200.0,17800.0
第5161回,2019/04/23,6924,6,9,2,4,1083600.0,45100.0,564300.0,22500.0
第5162回,2019/04/24,9916,9,9,1,6,956100.0,79600.0,517800.0,39800.0
第5163回,2019/04/25,7682,7,6,8,2,1187800.0,49400.0,618600.0,24700.0
第5164回,2019/04/26,9204,9,2,0,4,1078400.0,44900.0,561600.0,22400.0
第5165回,2019/04/29,2636,2,6,3,6,948700.0,79000.0,513800.0,39500.0
第5166回,2019/04/30,331,0,3,3,1,529400.0,44100.0,286700.0,22000.0
第5167回,2019/05/01,6703,6,7,0,3,1036100.0,43100.0,539600.0,21500.0
第5168回,2019/05/02,423,0,4,2,3,487300.0,20300.0,253800.0,10100.0
第5169回,2019/05/03,5637,5,6,3,7,1017300.0,42300.0,529800.0,21100.0
第5170回,2019/05/06,1275,1,2,7,5,865700.0,36000.0,450800.0,18000.0
第5171回,2019/05/07,8547,8,5,4,7,842800.0,35100.0,438900.0,17500.0
第5172回,2019/05/08,7802,7,8,0,2,862600.0,35900.0,449200.0,17900.0
第5173回,2019/05/09,6251,6,2,5,1,1125700.0,46900.0,586300.0,23400.0
第5174回,2019/05/10,10,0,0,1,0,922400.0,230600.0,576500.0,115300.0
第5175回,2019/05/13,2780,2,7,8,0,896700.0,37300.0,467000.0,18600.0
第5176回,2019/05/14,9141,9,1,4,1,1392100.0,116000.0,754000.0,58000.0
第5177回,2019/05/15,4143,4,1,4,3,910100.0,75800.0,492900.0,37900.0
第5178回,2019/05/16,4388,4,3,8,8,954400.0,79500.0,516900.0,39700.0
第5179回,2019/05/17,9254,9,2,5,4,945600.0,39400.0,492500.0,19700.0
第5180回,2019/05/20,5090,5,0,9,0,1067100.0,88900.0,578000.0,44400.0
第5181回,2019/05/21,1177,1,1,7,7,799200.0,133200.0,466200.0,66600.0
第5182回,2019/05/22,7254,7,2,5,4,708400.0,29500.0,368900.0,14700.0
第5183回,2019/05/23,1312,1,3,1,2,653300.0,54400.0,353800.0,27200.0
第5184回,2019/05/24,3037,3,0,3,7,1090500.0,90800.0,590600.0,45400.0
第5185回,2019/05/27,7912,7,9,1,2,809800.0,33700.0,421700.0,16800.0
第5186回,2019/05/28,3602,3,6,0,2,1206100.0,50200.0,628100.0,25100.0
第5187回,2019/05/29,8447,8,4,4,7,1260700.0,105000.0,682800.0,52500.0
第5188回,2019/05/30,3690,3,6,9,0,891800.0,37100.0,464400.0,18500.0
第5189回,2019/05/31,146,0,1,4,6,1058800.0,44100.0,551400.0,22000.0
第5190回,2019/06/03,9555,9,5,5,5,907300.0,226800.0,567000.0,113400.0
第5191回,2019/06/04,3481,3,4,8,1,785800.0,32700.0,409200.0,16300.0
第5192回,2019/06/05,4571,4,5,7,1,908500.0,37800.0,473100.0,18900.0
第5193回,2019/06/06,8113,8,1,1,3,1195900.0,99600.0,647700.0,49800.0
第5194回,2019/06/07,777,0,7,7,7,968100.0,242000.0,605000.0,121000.0
第5195回,2019/06/10,1448,1,4,4,8,1202400.0,100200.0,651300.0,50100.0
第5196回,2019/06/11,3201,3,2,0,1,867500.0,36100.0,451800.0,18000.0
第5197回,2019/06/12,5879,5,8,7,9,903500.0,37600.0,470500.0,18800.0
第5198回,2019/06/13,5318,5,3,1,8,635900.0,26400.0,331100.0,13200.0
第5199回,2019/06/14,9674,9,6,7,4,626600.0,26100.0,326300.0,13000.0
第5200回,2019/06/17,4322,4,3,2,2,1073900.0,89400.0,581600.0,44700.0
第5201回,2019/06/18,4333,4,3,3,3,795700.0,198900.0,497300.0,99400.0
第5202回,2019/06/19,4743,4,7,4,3,967200.0,80600.0,523900.0,40300.0
第5203回,2019/06/20,602,0,6,0,2,641400.0,53400.0,347400.0,26700.0
第5204回,2019/06/21,2880,2,8,8,0,988300.0,82300.0,535300.0,41100.0
第5205回,2019/06/24,3658,3,6,5,8,734500.0,30600.0,382500.0,15300.0
第5206回,2019/06/25,6616,6,6,1,6,1079700.0,269900.0,674800.0,134900.0
第5207回,2019/06/26,5749,5,7,4,9,984900.0,41000.0,512900.0,20500.0
第5208回,2019/06/27,4825,4,8,2,5,809300.0,33700.0,421500.0,16800.0
第5209回,2019/06/28,1790,1,7,9,0,1208400.0,50300.0,629300.0,25100.0
第5210回,2019/07/01,7116,7,1,1,6,870900.0,72500.0,471700.0,36200.0
第5211回,2019/07/02,7286,7,2,8,6,1043900.0,43400.0,543600.0,21700.0
第5212回,2019/07/03,8349,8,3,4,9,923300.0,38400.0,480800.0,19200.0
第5213回,2019/07/04,7193,7,1,9,3,989300.0,41200.0,515200.0,20600.0
第5214回,2019/07/05,2571,2,5,7,1,841000.0,35000.0,438000.0,17500.0
第5215回,2019/07/08,1032,1,0,3,2,993100.0,41300.0,517200.0,20600.0
第5216回,2019/07/09,4945,4,9,4,5,861100.0,71700.0,466400.0,35800.0
第5217回,2019/07/10,3799,3,7,9,9,871400.0,72600.0,472000.0,36300.0
第5218回,2019/07/11,3742,3,7,4,2,984500.0,41000.0,512700.0,20500.0
第5219回,2019/07/12,2504,2,5,0,4,976900.0,40700.0,508800.0,20300.0
第5220回,2019/07/15,6545,6,5,4,5,921900.0,76800.0,499300.0,38400.0
第5221回,2019/07/16,8506,8,5,0,6,1117800.0,46500.0,582100.0,23200.0
第5222回,2019/07/17,5572,5,5,7,2,861600.0,71800.0,466700.0,35900.0
第5223回,2019/07/18,502,0,5,0,2,731600.0,60900.0,396200.0,30400.0
第5224回,2019/07/19,7795,7,7,9,5,1391200.0,115900.0,753500.0,57900.0
第5225回,2019/07/22,7211,7,2,1,1,677300.0,56400.0,366800.0,28200.0
第5226回,2019/07/23,7782,7,7,8,2,922100.0,76800.0,499400.0,38400.0
第5227回,2019/07/24,2134,2,1,3,4,916200.0,38100.0,477100.0,19000.0
第5228回,2019/07/25,5215,5,2,1,5,1062500.0,88500.0,575500.0,44200.0
第5229回,2019/07/26,2791,2,7,9,1,699100.0,29100.0,364100.0,14500.0
第5230回,2019/07/29,3442,3,4,4,2,1133900.0,94400.0,614100.0,47200.0
第5231回,2019/07/30,2447,2,4,4,7,954700.0,79500.0,517100.0,39700.0
第5232回,2019/07/31,7846,7,8,4,6,1240000.0,51600.0,645800.0,25800.0
第5233回,2019/08/01,2945,2,9,4,5,951100.0,39600.0,495300.0,19800.0
第5234回,2019/08/02,1575,1,5,7,5,1224200.0,102000.0,663100.0,51000.0
第5235回,2019/08/05,1055,1,0,5,5,760300.0,63300.0,411800.0,31600.0
第5236回,2019/08/06,6385,6,3,8,5,885900.0,36900.0,461400.0,18400.0
第5237回,2019/08/07,5223,5,2,2,3,949100.0,79000.0,514000.0,39500.0
第5238回,2019/08/08,2188,2,1,8,8,800500.0,66700.0,433600.0,33300.0
第5239回,2019/08/09,8637,8,6,3,7,816400.0,34000.0,425200.0,17000.0
第5240回,2019/08/12,9036,9,0,3,6,951400.0,39600.0,495500.0,19800.0
第5241回,2019/08/13,8199,8,1,9,9,843700.0,70300.0,457000.0,35100.0
第5242回,2019/08/14,6196,6,1,9,6,973700.0,81100.0,527400.0,40500.0
第5243回,2019/08/15,387,0,3,8,7,1414300.0,58900.0,736600.0,29400.0
第5244回,2019/08/16,4305,4,3,0,5,1107900.0,46100.0,577000.0,23000.0
第5245回,2019/08/19,8440,8,4,4,0,1285800.0,107100.0,696400.0,53500.0
第5246回,2019/08/20,8604,8,6,0,4,826300.0,34400.0,430300.0,17200.0
第5247回,2019/08/21,9259,9,2,5,9,1163800.0,96900.0,630300.0,48400.0
第5248回,2019/08/22,6550,6,5,5,0,1372300.0,114300.0,743300.0,57100.0
第5249回,2019/08/23,9223,9,2,2,3,1025300.0,85400.0,555300.0,42700.0
第5250回,2019/08/26,6479,6,4,7,9,925400.0,38500.0,481900.0,19200.0
第5251回,2019/08/27,7206,7,2,0,6,1223500.0,50900.0,637200.0,25400.0
第5252回,2019/08/28,9083,9,0,8,3,1171400.0,48800.0,610100.0,24400.0
第5253回,2019/08/29,1616,1,6,1,6,645900.0,107600.0,376700.0,53800.0
第5254回,2019/08/30,2200,2,2,0,0,957400.0,159500.0,558400.0,79700.0
第5255回,2019/09/02,9854,9,8,5,4,1122700.0,46700.0,584700.0,23300.0
第5256回,2019/09/03,7521,7,5,2,1,978200.0,40700.0,509400.0,20300.0
第5257回,2019/09/04,2076,2,0,7,6,560700.0,23300.0,292000.0,11600.0
第5258回,2019/09/05,1528,1,5,2,8,788600.0,32800.0,410700.0,16400.0
第5259回,2019/09/06,8216,8,2,1,6,942600.0,39200.0,490900.0,19600.0
第5260回,2019/09/09,7567,7,5,6,7,1080700.0,90000.0,585300.0,45000.0
第5261回,2019/09/10,9304,9,3,0,4,901000.0,37500.0,469200.0,18700.0
第5262回,2019/09/11,4765,4,7,6,5,1024300.0,42600.0,533400.0,21300.0
第5263回,2019/09/12,411,0,4,1,1,659200.0,54900.0,357000.0,27400.0
第5264回,2019/09/13,5420,5,4,2,0,870000.0,36200.0,453100.0,18100.0
第5265回,2019/09/16,5043,5,0,4,3,1138700.0,47400.0,593000.0,23700.0
第5266回,2019/09/17,3356,3,3,5,6,644500.0,53700.0,349100.0,26800.0
第5267回,2019/09/18,3708,3,7,0,8,959000.0,39900.0,499400.0,19900.0
第5268回,2019/09/19,8518,8,5,1,8,1111800.0,92600.0,602200.0,46300.0
第5269回,2019/09/20,3542,3,5,4,2,1025400.0,42700.0,534000.0,21300.0
第5270回,2019/09/23,1155,1,1,5,5,806000.0,134300.0,470100.0,67100.0
第5271回,2019/09/24,1015,1,0,1,5,261800.0,21800.0,141800.0,10900.0
第5272回,2019/09/25,1834,1,8,3,4,1084900.0,45200.0,565000.0,22600.0
第5273回,2019/09/26,1067,1,0,6,7,1135500.0,47300.0,591400.0,23600.0
第5274回,2019/09/27,8847,8,8,4,7,1541600.0,128400.0,835000.0,64200.0
第5275回,2019/09/30,9086,9,0,8,6,1093800.0,45500.0,569600.0,22700.0
第5276回,2019/10/01,362,0,3,6,2,908000.0,37800.0,472900.0,18900.0
第5277回,2019/10/02,9996,9,9,9,6,1059500.0,264800.0,662100.0,132400.0
第5278回,2019/10/03,7778,7,7,7,8,828000.0,207000.0,517500.0,103500.0
第5279回,2019/10/04,987,0,9,8,7,547100.0,22700.0,284900.0,11300.0
第5280回,2019/10/07,7499,7,4,9,9,973700.0,81100.0,527400.0,40500.0
第5281回,2019/10/08,222,0,2,2,2,855200.0,213800.0,534500.0,106900.0
第5282回,2019/10/09,5543,5,5,4,3,953000.0,79400.0,516200.0,39700.0
第5283回,2019/10/10,8165,8,1,6,5,752000.0,31300.0,391600.0,15600.0
第5284回,2019/10/11,72,0,0,7,2,1084000.0,90300.0,587100.0,45100.0
第5285回,2019/10/14,119,0,1,1,9,503600.0,41900.0,272700.0,20900.0
第5286回,2019/10/15,5939,5,9,3,9,1180900.0,98400.0,639600.0,49200.0
第5287回,2019/10/16,8795,8,7,9,5,915400.0,38100.0,476700.0,19000.0
第5288回,2019/10/17,5550,5,5,5,0,404200.0,101000.0,252600.0,50500.0
第5289回,2019/10/18,1459,1,4,5,9,922300.0,38400.0,480300.0,19200.0
第5290回,2019/10/21,93,0,0,9,3,1156900.0,96400.0,626600.0,48200.0
第5291回,2019/10/22,3103,3,1,0,3,370700.0,30800.0,200700.0,15400.0
第5292回,2019/10/23,8447,8,4,4,7,1201900.0,100100.0,651000.0,50000.0
第5293回,2019/10/24,8362,8,3,6,2,1018800.0,42400.0,530600.0,21200.0
第5294回,2019/10/25,7215,7,2,1,5,644600.0,26800.0,335700.0,13400.0
第5295回,2019/10/28,7173,7,1,7,3,1013900.0,84400.0,549100.0,42200.0
第5296回,2019/10/29,8530,8,5,3,0,752900.0,31300.0,392100.0,15600.0
第5297回,2019/10/30,2119,2,1,1,9,725200.0,60400.0,392800.0,30200.0
第5298回,2019/10/31,3036,3,0,3,6,1177600.0,98100.0,637800.0,49000.0
第5299回,2019/11/01,8719,8,7,1,9,1074300.0,44700.0,559500.0,22300.0
第5300回,2019/11/04,8593,8,5,9,3,1048600.0,43600.0,546100.0,21800.0
第5301回,2019/11/05,5272,5,2,7,2,973200.0,81100.0,527100.0,40500.0
第5302回,2019/11/06,1546,1,5,4,6,726300.0,30200.0,378200.0,15100.0
第5303回,2019/11/07,135,0,1,3,5,578300.0,24000.0,301100.0,12000.0
第5304回,2019/11/08,6748,6,7,4,8,1183600.0,49300.0,616400.0,24600.0
第5305回,2019/11/11,6693,6,6,9,3,943300.0,78600.0,510900.0,39300.0
第5306回,2019/11/12,5513,5,5,1,3,693900.0,57800.0,375800.0,28900.0
第5307回,2019/11/13,9909,9,9,0,9,799200.0,199800.0,499500.0,99900.0
第5308回,2019/11/14,1463,1,4,6,3,1126000.0,46900.0,586400.0,23400.0
第5309回,2019/11/15,4955,4,9,5,5,893000.0,74400.0,483700.0,37200.0
第5310回,2019/11/18,6824,6,8,2,4,728300.0,30300.0,379300.0,15100.0
第5311回,2019/11/19,9645,9,6,4,5,806100.0,33500.0,419800.0,16700.0
第5312回,2019/11/20,1400,1,4,0,0,1429500.0,119100.0,774300.0,59500.0
第5313回,2019/11/21,8196,8,1,9,6,955900.0,39800.0,497800.0,19900.0
第5314回,2019/11/22,2639,2,6,3,9,775800.0,32300.0,404000.0,16100.0
第5315回,2019/11/25,6543,6,5,4,3,649500.0,27000.0,338200.0,13500.0
第5316回,2019/11/26,2080,2,0,8,0,1300200.0,108300.0,704200.0,54100.0
第5317回,2019/11/27,6945,6,9,4,5,898900.0,37400.0,468100.0,18700.0
第5318回,2019/11/28,7088,7,0,8,8,1172100.0,97600.0,634800.0,48800.0
第5319回,2019/11/29,8557,8,5,5,7,1157800.0,96400.0,627100.0,48200.0
第5320回,2019/12/02,4556,4,5,5,6,839100.0,69900.0,454500.0,34900.0
第5321回,2019/12/03,3710,3,7,1,0,390400.0,16200.0,203300.0,8100.0
第5322回,2019/12/04,53,0,0,5,3,918100.0,76500.0,497300.0,38200.0
第5323回,2019/12/05,7622,7,6,2,2,1128300.0,94000.0,611100.0,47000.0
第5324回,2019/12/06,2842,2,8,4,2,1619100.0,134900.0,877000.0,67400.0
第5325回,2019/12/09,9864,9,8,6,4,814800.0,33900.0,424300.0,16900.0
第5326回,2019/12/10,9168,9,1,6,8,1146100.0,47700.0,596900.0,23800.0
第5327回,2019/12/11,7186,7,1,8,6,984800.0,41000.0,512900.0,20500.0
第5328回,2019/12/12,18,0,0,1,8,777700.0,64800.0,421200.0,32400.0
第5329回,2019/12/13,8482,8,4,8,2,1078900.0,89900.0,584400.0,44900.0
第5330回,2019/12/16,408,0,4,0,8,726200.0,60500.0,393300.0,30200.0
第5331回,2019/12/17,6065,6,0,6,5,1466300.0,122100.0,794200.0,61000.0
第5332回,2019/12/18,6084,6,0,8,4,787800.0,32800.0,410300.0,16400.0
第5333回,2019/12/19,8496,8,4,9,6,817100.0,34000.0,425500.0,17000.0
第5334回,2019/12/20,1505,1,5,0,5,978600.0,81500.0,530000.0,40700.0
第5335回,2019/12/23,1333,1,3,3,3,871800.0,217900.0,544800.0,108900.0
第5336回,2019/12/24,4069,4,0,6,9,1139100.0,47400.0,593200.0,23700.0
第5337回,2019/12/25,6395,6,3,9,5,805800.0,33500.0,419600.0,16700.0
第5338回,2019/12/26,4732,4,7,3,2,1111900.0,46300.0,579100.0,23100.0
第5339回,2019/12/27,2682,2,6,8,2,1056300.0,88000.0,572100.0,44000.0
第5340回,2019/12/30,9980,9,9,8,0,1055900.0,87900.0,571900.0,43900.0
第5341回,2020/01/06,702,0,7,0,2,746300.0,62100.0,404200.0,31000.0
第5342回,2020/01/07,6143,6,1,4,3,1053500.0,43800.0,548600.0,21900.0
第5343回,2020/01/08,4198,4,1,9,8,869300.0,36200.0,452700.0,18100.0
第5344回,2020/01/09,5049,5,0,4,9,889300.0,37000.0,463100.0,18500.0
第5345回,2020/01/10,9954,9,9,5,4,609200.0,50700.0,329900.0,25300.0
第5346回,2020/01/13,9896,9,8,9,6,573300.0,47700.0,310500.0,23800.0
第5347回,2020/01/14,1450,1,4,5,0,967200.0,40300.0,503700.0,20100.0
第5348回,2020/01/15,9545,9,5,4,5,652200.0,54300.0,353200.0,27100.0
第5349回,2020/01/16,990,0,9,9,0,770300.0,128300.0,449300.0,64100.0
第5350回,2020/01/17,6490,6,4,9,0,964500.0,40100.0,502300.0,20000.0
第5351回,2020/01/20,2668,2,6,6,8,945500.0,78700.0,512100.0,39300.0
第5352回,2020/01/21,5172,5,1,7,2,802400.0,33400.0,417900.0,16700.0
第5353回,2020/01/22,4349,4,3,4,9,1322300.0,110100.0,716200.0,55000.0
第5354回,2020/01/23,2309,2,3,0,9,934600.0,38900.0,486700.0,19400.0
第5355回,2020/01/24,4531,4,5,3,1,1024000.0,42600.0,533300.0,21300.0
第5356回,2020/01/27,480,0,4,8,0,1488300.0,124000.0,806100.0,62000.0
第5357回,2020/01/28,7411,7,4,1,1,1062000.0,88500.0,575200.0,44200.0
第5358回,2020/01/29,9231,9,2,3,1,1094200.0,45500.0,569800.0,22700.0
第5359回,2020/01/30,6087,6,0,8,7,1312900.0,54700.0,683800.0,27300.0
第5360回,2020/01/31,6448,6,4,4,8,1123200.0,93600.0,608400.0,46800.0
第5361回,2020/02/03,3954,3,9,5,4,782500.0,32600.0,407500.0,16300.0
第5362回,2020/02/04,6887,6,8,8,7,1071000.0,89200.0,580100.0,44600.0
第5363回,2020/02/05,966,0,9,6,6,866000.0,72100.0,469000.0,36000.0
第5364回,2020/02/06,4770,4,7,7,0,1124500.0,93700.0,609100.0,46800.0
第5365回,2020/02/07,9167,9,1,6,7,1112000.0,46300.0,579100.0,23100.0
第5366回,2020/02/10,2108,2,1,0,8,736600.0,30600.0,383600.0,15300.0
第5367回,2020/02/11,762,0,7,6,2,1309700.0,54500.0,682100.0,27200.0
第5368回,2020/02/12,1768,1,7,6,8,858400.0,35700.0,447000.0,17800.0
第5369回,2020/02/13,9550,9,5,5,0,1170800.0,97500.0,634100.0,48700.0
第5370回,2020/02/14,3711,3,7,1,1,709100.0,59000.0,384000.0,29500.0
第5371回,2020/02/17,6476,6,4,7,6,1200300.0,100000.0,650100.0,50000.0
第5372回,2020/02/18,2840,2,8,4,0,1023400.0,42600.0,533000.0,21300.0
第5373回,2020/02/19,2808,2,8,0,8,1222000.0,101800.0,661900.0,50900.0
第5374回,2020/02/20,5857,5,8,5,7,1433100.0,119400.0,776200.0,59700.0
第5375回,2020/02/21,1913,1,9,1,3,983300.0,81900.0,532600.0,40900.0
第5376回,2020/02/24,9958,9,9,5,8,1190700.0,99200.0,644900.0,49600.0
第5377回,2020/02/25,9209,9,2,0,9,1346300.0,112100.0,729200.0,56000.0
第5378回,2020/02/26,978,0,9,7,8,856400.0,35600.0,446000.0,17800.0
第5379回,2020/02/27,4752,4,7,5,2,778400.0,32400.0,405400.0,16200.0
第5380回,2020/02/28,8713,8,7,1,3,841100.0,35000.0,438000.0,17500.0
第5381回,2020/03/02,8836,8,8,3,6,1135800.0,94600.0,615200.0,47300.0
第5382回,2020/03/03,335,0,3,3,5,1138900.0,94900.0,616900.0,47400.0
第5383回,2020/03/04,8687,8,6,8,7,1280900.0,106700.0,693800.0,53300.0
第5384回,2020/03/05,9217,9,2,1,7,1079700.0,44900.0,562300.0,22400.0
第5385回,2020/03/06,2207,2,2,0,7,875800.0,72900.0,474300.0,36400.0
第5386回,2020/03/09,1775,1,7,7,5,939800.0,78300.0,509000.0,39100.0
第5387回,2020/03/10,425,0,4,2,5,500700.0,20800.0,260700.0,10400.0
第5388回,2020/03/11,773,0,7,7,3,1074200.0,89500.0,581800.0,44700.0
第5389回,2020/03/12,9447,9,4,4,7,1074600.0,89500.0,582000.0,44700.0
第5390回,2020/03/13,5706,5,7,0,6,1092300.0,45500.0,568900.0,22700.0
第5391回,2020/03/16,3983,3,9,8,3,977600.0,81400.0,529500.0,40700.0
第5392回,2020/03/17,4477,4,4,7,7,1051700.0,175200.0,613400.0,87600.0
第5393回,2020/03/18,4097,4,0,9,7,693100.0,28800.0,360900.0,14400.0
第5394回,2020/03/19,7214,7,2,1,4,1008500.0,42000.0,525200.0,21000.0
第5395回,2020/03/20,5351,5,3,5,1,896100.0,74600.0,485300.0,37300.0
第5396回,2020/03/23,3012,3,0,1,2,668200.0,27800.0,348000.0,13900.0
第5397回,2020/03/24,6240,6,2,4,0,966500.0,40200.0,503300.0,20100.0
第5398回,2020/03/25,2973,2,9,7,3,880200.0,36600.0,458400.0,18300.0
第5399回,2020/03/26,5141,5,1,4,1,1015800.0,84600.0,550200.0,42300.0
第5400回,2020/03/27,2598,2,5,9,8,1116000.0,46500.0,581200.0,23200.0
第5401回,2020/03/30,4906,4,9,0,6,1023600.0,42600.0,533100.0,21300.0
第5402回,2020/03/31,9561,9,5,6,1,1157400.0,48200.0,602800.0,24100.0
第5403回,2020/04/01,4717,4,7,1,7,711500.0,59200.0,385300.0,29600.0
第5404回,2020/04/02,4489,4,4,8,9,858900.0,71500.0,465200.0,35700.0
第5405回,2020/04/03,8864,8,8,6,4,535600.0,44600.0,290100.0,22300.0
第5406回,2020/04/06,7838,7,8,3,8,1272400.0,106000.0,689200.0,53000.0
第5407回,2020/04/07,7034,7,0,3,4,744000.0,31000.0,387500.0,15500.0
第5408回,2020/04/08,1092,1,0,9,2,686800.0,28600.0,357700.0,14300.0
第5409回,2020/04/09,7573,7,5,7,3,1114400.0,92800.0,603600.0,46400.0
第5410回,2020/04/10,2175,2,1,7,5,856200.0,35600.0,445900.0,17800.0
第5411回,2020/04/13,4803,4,8,0,3,1066600.0,44400.0,555500.0,22200.0
第5412回,2020/04/14,4017,4,0,1,7,668400.0,27800.0,348100.0,13900.0
第5413回,2020/04/15,2861,2,8,6,1,1183700.0,49300.0,616500.0,24600.0
第5414回,2020/04/16,7072,7,0,7,2,1093300.0,91100.0,592200.0,45500.0
第5415回,2020/04/17,5078,5,0,7,8,1021700.0,42500.0,532100.0,21200.0
第5416回,2020/04/20,9836,9,8,3,6,861300.0,35800.0,448500.0,17900.0
第5417回,2020/04/21,426,0,4,2,6,481500.0,20000.0,250700.0,10000.0
第5418回,2020/04/22,2402,2,4,0,2,720000.0,60000.0,390000.0,30000.0
第5419回,2020/04/23,2929,2,9,2,9,1290600.0,215100.0,752800.0,107500.0
第5420回,2020/04/24,1429,1,4,2,9,697000.0,29000.0,363000.0,14500.0
第5421回,2020/04/27,8886,8,8,8,6,1053200.0,263300.0,658200.0,131600.0
第5422回,2020/04/28,4893,4,8,9,3,1004900.0,41800.0,523300.0,20900.0
第5423回,2020/04/29,7278,7,2,7,8,1051600.0,87600.0,569600.0,43800.0
第5424回,2020/04/30,8472,8,4,7,2,728600.0,30300.0,379400.0,15100.0
第5425回,2020/05/01,3775,3,7,7,5,1223500.0,101900.0,662700.0,50900.0
第5426回,2020/05/04,29,0,0,2,9,966900.0,80500.0,523700.0,40200.0
第5427回,2020/05/05,828,0,8,2,8,503200.0,41900.0,272500.0,20900.0
第5428回,2020/05/06,1149,1,1,4,9,1112200.0,92600.0,602400.0,46300.0
第5429回,2020/05/07,491,0,4,9,1,952000.0,39600.0,495800.0,19800.0
第5430回,2020/05/08,3417,3,4,1,7,744000.0,31000.0,387500.0,15500.0
第5431回,2020/05/11,4430,4,4,3,0,921800.0,76800.0,499300.0,38400.0
第5432回,2020/05/12,2116,2,1,1,6,824600.0,68700.0,446600.0,34300.0
第5433回,2020/05/13,9011,9,0,1,1,827400.0,68900.0,448100.0,34400.0
第5434回,2020/05/14,7471,7,4,7,1,884700.0,73700.0,479200.0,36800.0
第5435回,2020/05/15,6531,6,5,3,1,1070200.0,44500.0,557300.0,22200.0
第5436回,2020/05/18,6845,6,8,4,5,989300.0,41200.0,515200.0,20600.0
第5437回,2020/05/19,2369,2,3,6,9,561000.0,23300.0,292100.0,11600.0
第5438回,2020/05/20,4996,4,9,9,6,1136200.0,94600.0,615400.0,47300.0
第5439回,2020/05/21,3752,3,7,5,2,739600.0,30800.0,385200.0,15400.0
第5440回,2020/05/22,1598,1,5,9,8,1170800.0,48700.0,609700.0,24300.0
第5441回,2020/05/25,7886,7,8,8,6,821600.0,68400.0,445000.0,34200.0
第5442回,2020/05/26,5859,5,8,5,9,893300.0,74400.0,483800.0,37200.0
第5443回,2020/05/27,7709,7,7,0,9,886700.0,73800.0,480200.0,36900.0
第5444回,2020/05/28,4767,4,7,6,7,1421700.0,118400.0,770000.0,59200.0
第5445回,2020/05/29,1447,1,4,4,7,610600.0,50800.0,330700.0,25400.0
