draw_no,draw_date,winning_number,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
5577,2020-12-01,0254,0,2,5,4,992200,41300,516700,20600
5578,2020-12-02,1446,1,4,4,6,901700,75100,488400,37500
5579,2020-12-03,5190,5,1,9,0,931400,38800,485100,19400
5580,2020-12-04,4636,4,6,3,6,1011300,84200,547700,42100
5581,2020-12-07,2819,2,8,1,9,882200,36700,459400,18300
5582,2020-12-08,6591,6,5,9,1,1012700,42100,527400,21000
5583,2020-12-09,0030,0,0,3,0,1154800,288700,721700,144300
5584,2020-12-10,7507,7,5,0,7,789300,65700,427500,32800
5585,2020-12-11,0502,0,5,0,2,768500,64000,416200,32000
5586,2020-12-14,4515,4,5,1,5,1006100,83800,544900,41900
5587,2020-12-15,0406,0,4,0,6,638500,53200,345800,26600
5588,2020-12-16,0274,0,2,7,4,1242500,51700,647100,25800
5589,2020-12-17,1962,1,9,6,2,484900,20200,252500,10100
5590,2020-12-18,1174,1,1,7,4,975000,81200,528100,40600
5591,2020-12-21,9935,9,9,3,5,1048400,87300,567800,43600
5592,2020-12-22,6635,6,6,3,5,992300,82600,537400,41300
5593,2020-12-23,7349,7,3,4,9,1066700,44400,555500,22200
5594,2020-12-24,8737,8,7,3,7,951100,79200,515100,39600
5595,2020-12-25,5876,5,8,7,6,866900,36100,451500,18000
5596,2020-12-28,2058,2,0,5,8,835400,34800,435100,17400
5597,2020-12-29,2649,2,6,4,9,1029200,42800,536000,21400
5598,2020-12-30,0169,0,1,6,9,886600,36900,461700,18400
5599,2021-01-04,3299,3,2,9,9,1348600,112300,730400,56100
5600,2021-01-05,1530,1,5,3,0,692100,28800,360400,14400
5601,2021-01-06,7155,7,1,5,5,984100,82000,533000,41000
5602,2021-01-07,1974,1,9,7,4,493700,20500,257100,10200
5603,2021-01-08,5852,5,8,5,2,1356400,113000,734700,56500
5604,2021-01-11,6497,6,4,9,7,1199600,49900,624700,24900
5605,2021-01-12,8695,8,6,9,5,843900,35100,439500,17500
5606,2021-01-13,1985,1,9,8,5,748400,31100,389700,15500
5607,2021-01-14,4886,4,8,8,6,804000,67000,435500,33500
5608,2021-01-15,0983,0,9,8,3,1345000,56000,700500,28000
5609,2021-01-18,5172,5,1,7,2,750500,31200,390800,15600
5610,2021-01-19,8877,8,8,7,7,701000,116800,408900,58400
5611,2021-01-20,3380,3,3,8,0,1015900,84600,550200,42300
5612,2021-01-21,4738,4,7,3,8,769200,32000,400600,16000
5613,2021-01-22,1605,1,6,0,5,850000,35400,442700,17700
5614,2021-01-25,2030,2,0,3,0,940700,78300,509500,39100
5615,2021-01-26,4298,4,2,9,8,1077700,44900,561300,22400
5616,2021-01-27,7754,7,7,5,4,1193700,99400,646500,49700
5617,2021-01-28,1167,1,1,6,7,900800,75000,487900,37500
5618,2021-01-29,2537,2,5,3,7,723200,30100,376600,15000
5619,2021-02-01,5346,5,3,4,6,929000,38700,483800,19300
5620,2021-02-02,7148,7,1,4,8,973400,40500,506900,20200
5621,2021-02-03,8752,8,7,5,2,852200,35500,443800,17700
5622,2021-02-04,0169,0,1,6,9,1023200,42600,532900,21300
5623,2021-02-05,3110,3,1,1,0,384800,32000,208400,16000
5624,2021-02-08,6587,6,5,8,7,920500,38300,479400,19100
5625,2021-02-09,4728,4,7,2,8,690500,28700,359600,14300
5626,2021-02-10,4377,4,3,7,7,809000,67400,438200,33700
5627,2021-02-11,3840,3,8,4,0,980400,40800,510600,20400
5628,2021-02-12,6012,6,0,1,2,711700,29600,370600,14800
5629,2021-02-15,7944,7,9,4,4,1076400,89700,583000,44800
5630,2021-02-16,6901,6,9,0,1,777300,32300,404800,16100
5631,2021-02-17,2968,2,9,6,8,1061200,44200,552700,22100
5632,2021-02-18,9635,9,6,3,5,604700,25100,314900,12500
5633,2021-02-19,8886,8,8,8,6,1762700,440600,1101600,220300
5634,2021-02-22,4246,4,2,4,6,1096100,91300,593700,45600
5635,2021-02-23,1968,1,9,6,8,432400,18000,225200,9000
5636,2021-02-24,9491,9,4,9,1,767700,63900,415800,31900
5637,2021-02-25,9613,9,6,1,3,784500,32600,408500,16300
5638,2021-02-26,9691,9,6,9,1,671700,55900,363800,27900
5639,2021-03-01,5378,5,3,7,8,709500,29500,369500,14700
5640,2021-03-02,8117,8,1,1,7,915300,76200,495700,38100
5641,2021-03-03,2658,2,6,5,8,842700,35100,438900,17500
5642,2021-03-04,3364,3,3,6,4,993400,82700,538000,41300
5643,2021-03-05,4525,4,5,2,5,1169700,97400,633500,48700
5644,2021-03-08,6290,6,2,9,0,1088100,45300,566700,22600
5645,2021-03-09,3930,3,9,3,0,814300,67800,441000,33900
5646,2021-03-10,2925,2,9,2,5,889800,74100,481900,37000
5647,2021-03-11,6030,6,0,3,0,940600,78300,509400,39100
5648,2021-03-12,2979,2,9,7,9,1227700,102300,665000,51100
5649,2021-03-15,3557,3,5,5,7,950800,79200,515000,39600
5650,2021-03-16,3853,3,8,5,3,782100,65100,423600,32500
5651,2021-03-17,5553,5,5,5,3,710700,177600,444100,88800
5652,2021-03-18,7369,7,3,6,9,1041500,43300,542400,21600
5653,2021-03-19,4167,4,1,6,7,840400,35000,437700,17500
5654,2021-03-22,3237,3,2,3,7,933300,77700,505500,38800
5655,2021-03-23,2510,2,5,1,0,686600,28600,357600,14300
5656,2021-03-24,3193,3,1,9,3,1168000,97300,632600,48600
5657,2021-03-25,3658,3,6,5,8,596200,24800,310500,12400
5658,2021-03-26,8114,8,1,1,4,939000,78200,508600,39100
5659,2021-03-29,5681,5,6,8,1,973400,40500,506900,20200
5660,2021-03-30,0269,0,2,6,9,1173000,48800,610900,24400
5661,2021-03-31,9997,9,9,9,7,1135900,283900,709900,141900
5662,2021-04-01,6215,6,2,1,5,1089600,45400,567500,22700
5663,2021-04-02,0362,0,3,6,2,1062800,44200,553500,22100
5664,2021-04-05,0871,0,8,7,1,952000,39600,495800,19800
5665,2021-04-06,2145,2,1,4,5,807600,33600,420600,16800
5666,2021-04-07,9142,9,1,4,2,1281600,53400,667500,26700
5667,2021-04-08,8505,8,5,0,5,1265100,105400,685200,52700
5668,2021-04-09,3745,3,7,4,5,698500,29100,363800,14500
5669,2021-04-12,2524,2,5,2,4,896600,74700,485600,37300
5670,2021-04-13,7330,7,3,3,0,1205200,100400,652800,50200
5671,2021-04-14,6017,6,0,1,7,870000,36200,453100,18100
5672,2021-04-15,2778,2,7,7,8,1048800,87400,568100,43700
5673,2021-04-16,0788,0,7,8,8,962300,80100,521200,40000
5674,2021-04-19,5711,5,7,1,1,1059700,88300,574000,44100
5675,2021-04-20,5063,5,0,6,3,1084400,45100,564700,22500
5676,2021-04-21,1798,1,7,9,8,1296200,54000,675100,27000
5677,2021-04-22,7294,7,2,9,4,626600,26100,326300,13000
5678,2021-04-23,9706,9,7,0,6,1006100,41900,524000,20900
5679,2021-04-26,3793,3,7,9,3,800200,66600,433400,33300
5680,2021-04-27,3193,3,1,9,3,965600,80400,523000,40200
5681,2021-04-28,2801,2,8,0,1,742600,30900,386700,15400
5682,2021-04-29,2307,2,3,0,7,826600,34400,430500,17200
5683,2021-04-30,9672,9,6,7,2,1144600,47600,596100,23800
5684,2021-05-03,4423,4,4,2,3,604800,50400,327600,25200
5685,2021-05-04,0388,0,3,8,8,1083400,90200,586800,45100
5686,2021-05-05,6137,6,1,3,7,800500,33300,416900,16600
5687,2021-05-06,3598,3,5,9,8,772300,32100,402200,16000
5688,2021-05-07,0982,0,9,8,2,909300,37800,473500,18900
5689,2021-05-10,2788,2,7,8,8,693100,57700,375400,28800
5690,2021-05-11,4213,4,2,1,3,827800,34400,431100,17200
5691,2021-05-12,1685,1,6,8,5,877700,36500,457100,18200
5692,2021-05-13,0448,0,4,4,8,1344700,112000,728300,56000
5693,2021-05-14,5039,5,0,3,9,866300,36000,451100,18000
5694,2021-05-17,1790,1,7,9,0,1169900,48700,609300,24300
5695,2021-05-18,1482,1,4,8,2,1000000,41600,520800,20800
5696,2021-05-19,6075,6,0,7,5,1292900,53800,673300,26900
5697,2021-05-20,5815,5,8,1,5,822500,68500,445500,34200
5698,2021-05-21,0099,0,0,9,9,946500,157700,552100,78800
5699,2021-05-24,2734,2,7,3,4,697700,29000,363300,14500
5700,2021-05-25,5941,5,9,4,1,777200,32300,404700,16100
5701,2021-05-26,1082,1,0,8,2,862200,35900,449000,17900
5702,2021-05-27,0824,0,8,2,4,493500,20500,257000,10200
5703,2021-05-28,7368,7,3,6,8,824200,34300,429200,17100
5704,2021-05-31,5783,5,7,8,3,759500,31600,395500,15800
5705,2021-06-01,9087,9,0,8,7,794100,33000,413500,16500
5706,2021-06-02,1995,1,9,9,5,733200,61100,397100,30500
5707,2021-06-03,6469,6,4,6,9,745700,62100,403900,31000
5708,2021-06-04,5198,5,1,9,8,838700,34900,436800,17400
5709,2021-06-07,2759,2,7,5,9,618200,25700,321900,12800
5710,2021-06-08,1505,1,5,0,5,630600,52500,341500,26200
5711,2021-06-09,0625,0,6,2,5,423200,17600,220400,8800
5712,2021-06-10,9232,9,2,3,2,1000300,83300,541800,41600
5713,2021-06-11,4903,4,9,0,3,1102700,45900,574300,22900
5714,2021-06-14,6894,6,8,9,4,807300,33600,420400,16800
5715,2021-06-15,4730,4,7,3,0,1026700,42700,534700,21300
5716,2021-06-16,3555,3,5,5,5,1070800,267700,669200,133800
5717,2021-06-17,6637,6,6,3,7,905200,75400,490300,37700
5718,2021-06-18,7158,7,1,5,8,664800,27700,346200,13800
5719,2021-06-21,9136,9,1,3,6,731000,30400,380700,15200
5720,2021-06-22,0130,0,1,3,0,507900,42300,275100,21100
5721,2021-06-23,0892,0,8,9,2,1159600,48300,603900,24100
5722,2021-06-24,2920,2,9,2,0,718900,59900,389400,29900
5723,2021-06-25,2479,2,4,7,9,679300,28300,353800,14100
5724,2021-06-28,5047,5,0,4,7,969500,40300,504900,20100
5725,2021-06-29,3268,3,2,6,8,569000,23700,296300,11800
5726,2021-06-30,1275,1,2,7,5,675300,28100,351700,14000
5727,2021-07-01,8941,8,9,4,1,913600,38000,475800,19000
5728,2021-07-02,1382,1,3,8,2,879300,36600,457900,18300
5729,2021-07-05,8819,8,8,1,9,872700,72700,472700,36300
5730,2021-07-06,3130,3,1,3,0,506200,42100,274100,21000
5731,2021-07-07,8023,8,0,2,3,755400,31400,393400,15700
5732,2021-07-08,1903,1,9,0,3,500000,20800,260400,10400
5733,2021-07-09,1585,1,5,8,5,888900,74000,481400,37000
5734,2021-07-12,6915,6,9,1,5,556200,23100,289600,11500
5735,2021-07-13,5211,5,2,1,1,735400,61200,398300,30600
5736,2021-07-14,6992,6,9,9,2,559800,46600,303200,23300
5737,2021-07-15,0678,0,6,7,8,985800,41000,513400,20500
5738,2021-07-16,5104,5,1,0,4,771200,32100,401600,16000
5739,2021-07-19,6109,6,1,0,9,473600,19700,246600,9800
5740,2021-07-20,5038,5,0,3,8,572100,23800,297900,11900
5741,2021-07-21,6438,6,4,3,8,967300,40300,503800,20100
5742,2021-07-22,9921,9,9,2,1,756900,63000,409900,31500
5743,2021-07-23,1012,1,0,1,2,274000,22800,148400,11400
5744,2021-07-26,4594,4,5,9,4,649000,54000,351500,27000
5745,2021-07-27,7600,7,6,0,0,954000,79500,516700,39700
5746,2021-07-28,8763,8,7,6,3,638200,26500,332300,13200
5747,2021-07-29,1678,1,6,7,8,637800,26500,332100,13200
5748,2021-07-30,7506,7,5,0,6,774700,32200,403400,16100
5749,2021-08-02,9627,9,6,2,7,738100,30700,384400,15300
5750,2021-08-03,8365,8,3,6,5,467000,19400,243200,9700
5751,2021-08-04,1783,1,7,8,3,397200,16500,206800,8200
5752,2021-08-05,0798,0,7,9,8,655000,27200,341100,13600
5753,2021-08-06,9860,9,8,6,0,552600,23000,287800,11500
5754,2021-08-09,2085,2,0,8,5,583100,24200,303600,12100
5755,2021-08-10,2610,2,6,1,0,387800,16100,201900,8000
5756,2021-08-11,0985,0,9,8,5,524300,21800,273000,10900
5757,2021-08-12,8547,8,5,4,7,545100,22700,283900,11300
5758,2021-08-13,0949,0,9,4,9,551800,45900,298800,22900
5759,2021-08-16,7342,7,3,4,2,470700,19600,245100,9800
5760,2021-08-17,9191,9,1,9,1,593700,98900,346300,49400
5761,2021-08-18,4861,4,8,6,1,452800,18800,235800,9400
5762,2021-08-19,1275,1,2,7,5,367600,15300,191400,7600
5763,2021-08-20,6659,6,6,5,9,409900,34100,222000,17000
5764,2021-08-23,8494,8,4,9,4,800000,66600,433300,33300
5765,2021-08-24,2058,2,0,5,8,607000,25200,316100,12600
5766,2021-08-25,3500,3,5,0,0,950600,79200,514900,39600
5767,2021-08-26,3631,3,6,3,1,466400,38800,252600,19400
5768,2021-08-27,2615,2,6,1,5,630400,26200,328300,13100
5769,2021-08-30,0715,0,7,1,5,287200,11900,149500,5900
5770,2021-08-31,9879,9,8,7,9,921500,76700,499100,38300
5771,2021-09-01,4723,4,7,2,3,366400,15200,190800,7600
5772,2021-09-02,3476,3,4,7,6,381400,15800,198600,7900
5773,2021-09-03,4858,4,8,5,8,560300,46600,303400,23300
5774,2021-09-06,6163,6,1,6,3,605300,50400,327800,25200
5775,2021-09-07,0546,0,5,4,6,450700,18700,234700,9300
5776,2021-09-08,1022,1,0,2,2,232800,19400,126100,9700
5777,2021-09-09,3550,3,5,5,0,1052100,87600,569800,43800
5778,2021-09-10,5853,5,8,5,3,548700,45700,297200,22800
5779,2021-09-13,9272,9,2,7,2,350800,29200,190000,14600
5780,2021-09-14,8885,8,8,8,5,879800,219900,549800,109900
5781,2021-09-15,2409,2,4,0,9,364900,15200,190000,7600
5782,2021-09-16,1108,1,1,0,8,177800,14800,96300,7400
5783,2021-09-17,3043,3,0,4,3,744100,62000,403000,31000
5784,2021-09-20,8694,8,6,9,4,858500,35700,447100,17800
5785,2021-09-21,6520,6,5,2,0,1136300,47300,591800,23600
5786,2021-09-22,4433,4,4,3,3,996500,166000,581200,83000
5787,2021-09-23,0323,0,3,2,3,475500,39600,257500,19800
5788,2021-09-24,2873,2,8,7,3,911700,37900,474800,18900
5789,2021-09-27,6931,6,9,3,1,734900,30600,382700,15300
5790,2021-09-28,6157,6,1,5,7,998600,41600,520100,20800
5791,2021-09-29,4208,4,2,0,8,802600,33400,418000,16700
5792,2021-09-30,2691,2,6,9,1,952900,39700,496300,19800
5793,2021-10-01,9445,9,4,4,5,1252100,104300,678200,52100
5794,2021-10-04,3144,3,1,4,4,1174100,97800,635900,48900
5795,2021-10-05,3544,3,5,4,4,922900,76900,499900,38400
5796,2021-10-06,8464,8,4,6,4,1171600,97600,634600,48800
5797,2021-10-07,7242,7,2,4,2,1259200,104900,682000,52400
5798,2021-10-08,5041,5,0,4,1,1104300,46000,575100,23000
5799,2021-10-11,1848,1,8,4,8,1038600,86500,562500,43200
5800,2021-10-12,0563,0,5,6,3,1262200,52500,657300,26200
5801,2021-10-13,9395,9,3,9,5,916300,76300,496300,38100
5802,2021-10-14,0436,0,4,3,6,1349100,56200,702600,28100
5803,2021-10-15,2892,2,8,9,2,1225300,102100,663700,51000
5804,2021-10-18,4201,4,2,0,1,837300,34800,436000,17400
5805,2021-10-19,6058,6,0,5,8,915300,38100,476700,19000
5806,2021-10-20,1109,1,1,0,9,311100,25900,168500,12900
5807,2021-10-21,4825,4,8,2,5,953900,39700,496800,19800
5808,2021-10-22,1869,1,8,6,9,835300,34800,435000,17400
5809,2021-10-25,2370,2,3,7,0,984400,41000,512700,20500
5810,2021-10-26,6918,6,9,1,8,742400,30900,386600,15400
5811,2021-10-27,5476,5,4,7,6,1258400,52400,655400,26200
5812,2021-10-28,9442,9,4,4,2,1310100,109100,709600,54500
5813,2021-10-29,2850,2,8,5,0,823300,34300,428800,17100
5814,2021-11-01,7063,7,0,6,3,1137500,47300,592400,23600
5815,2021-11-02,5133,5,1,3,3,1079100,89900,584500,44900
5816,2021-11-03,7902,7,9,0,2,1131500,47100,589300,23500
5817,2021-11-04,9021,9,0,2,1,660600,27500,344000,13700
5818,2021-11-05,3713,3,7,1,3,898100,74800,486400,37400
5819,2021-11-08,1089,1,0,8,9,506900,21100,264000,10500
5820,2021-11-09,2121,2,1,2,1,561300,93500,327400,46700
5821,2021-11-10,9319,9,3,1,9,986200,82100,534100,41000
5822,2021-11-11,4569,4,5,6,9,800500,33300,416900,16600
5823,2021-11-12,1149,1,1,4,9,986700,82200,534400,41100
5824,2021-11-15,8425,8,4,2,5,926800,38600,482700,19300
5825,2021-11-16,3833,3,8,3,3,1085100,271200,678100,135600
5826,2021-11-17,8231,8,2,3,1,999700,41600,520600,20800
5827,2021-11-18,8481,8,4,8,1,1183600,98600,641100,49300
5828,2021-11-19,4880,4,8,8,0,1222100,101800,661900,50900
5829,2021-11-22,1205,1,2,0,5,318600,13200,165900,6600
5830,2021-11-23,8842,8,8,4,2,1040200,86600,563400,43300
5831,2021-11-24,5427,5,4,2,7,842800,35100,438900,17500
5832,2021-11-25,4223,4,2,2,3,939900,78300,509100,39100
5833,2021-11-26,3044,3,0,4,4,1261000,105000,683000,52500
5834,2021-11-29,8624,8,6,2,4,734000,30500,382200,15200
5835,2021-11-30,4594,4,5,9,4,1102800,91900,597300,45900
5836,2021-12-01,4643,4,6,4,3,994500,82800,538600,41400
5837,2021-12-02,7269,7,2,6,9,989700,41200,515400,20600
5838,2021-12-03,1888,1,8,8,8,897200,224300,560700,112100
5839,2021-12-06,6770,6,7,7,0,1413500,117700,765600,58800
5840,2021-12-07,8951,8,9,5,1,1091800,45400,568600,22700
5841,2021-12-08,8438,8,4,3,8,890400,74200,482300,37100
5842,2021-12-09,5741,5,7,4,1,989200,41200,515200,20600
5843,2021-12-10,9636,9,6,3,6,1097300,91400,594300,45700
5844,2021-12-13,2381,2,3,8,1,917600,38200,477900,19100
5845,2021-12-14,1250,1,2,5,0,868700,36100,452400,18000
5846,2021-12-15,7246,7,2,4,6,822700,34200,428400,17100
5847,2021-12-16,6572,6,5,7,2,1305800,54400,680100,27200
5848,2021-12-17,9613,9,6,1,3,812300,33800,423000,16900
5849,2021-12-20,1743,1,7,4,3,817500,34000,425700,17000
5850,2021-12-21,3582,3,5,8,2,668600,27800,348200,13900
5851,2021-12-22,7399,7,3,9,9,1095900,91300,593600,45600
5852,2021-12-23,8544,8,5,4,4,1189600,99100,644300,49500
5853,2021-12-24,0807,0,8,0,7,642800,53500,348100,26700
5854,2021-12-27,9715,9,7,1,5,884900,36800,460800,18400
5855,2021-12-28,4205,4,2,0,5,866900,36100,451500,18000
5856,2021-12-29,4559,4,5,5,9,905800,75400,490600,37700
5857,2021-12-30,4709,4,7,0,9,761000,31700,396300,15800
5858,2022-01-04,0709,0,7,0,9,712800,59400,386100,29700
5859,2022-01-05,8176,8,1,7,6,1100600,45800,573200,22900
5860,2022-01-06,8638,8,6,3,8,916900,76400,496600,38200
5861,2022-01-07,7731,7,7,3,1,757800,63100,410400,31500
5862,2022-01-10,6768,6,7,6,8,853400,71100,462200,35500
5863,2022-01-11,5711,5,7,1,1,1125800,93800,609800,46900
5864,2022-01-12,1627,1,6,2,7,804600,33500,419000,16700
5865,2022-01-13,4892,4,8,9,2,939500,39100,489300,19500
5866,2022-01-14,0903,0,9,0,3,650600,54200,352400,27100
5867,2022-01-17,2881,2,8,8,1,1153500,96100,624800,48000
5868,2022-01-18,4199,4,1,9,9,953300,79400,516300,39700
5869,2022-01-19,5635,5,6,3,5,1382600,115200,748900,57600
5870,2022-01-20,9024,9,0,2,4,1016100,42300,529200,21100
5871,2022-01-21,0855,0,8,5,5,1413900,117800,765800,58900
5872,2022-01-24,0383,0,3,8,3,1200600,100000,650300,50000
5873,2022-01-25,4363,4,3,6,3,1286900,107200,697000,53600
5874,2022-01-26,5046,5,0,4,6,1231500,51300,641400,25600
5875,2022-01-27,3429,3,4,2,9,968700,40300,504500,20100
5876,2022-01-28,2162,2,1,6,2,953300,79400,516300,39700
5877,2022-01-31,3052,3,0,5,2,862600,35900,449200,17900
5878,2022-02-01,5602,5,6,0,2,1056600,44000,550300,22000
5879,2022-02-02,3383,3,3,8,3,1261100,315200,788100,157600
5880,2022-02-03,0007,0,0,0,7,1064300,266000,665100,133000
5881,2022-02-04,5872,5,8,7,2,1070700,44600,557600,22300
5882,2022-02-07,9432,9,4,3,2,1425400,59300,742300,29600
5883,2022-02-08,8377,8,3,7,7,987400,82200,534800,41100
5884,2022-02-09,8255,8,2,5,5,1018200,84800,551500,42400
5885,2022-02-10,8577,8,5,7,7,967400,80600,524000,40300
5886,2022-02-11,1292,1,2,9,2,975400,81200,528300,40600
5887,2022-02-14,3418,3,4,1,8,846200,35200,440700,17600
5888,2022-02-15,9510,9,5,1,0,1001000,41700,521300,20800
5889,2022-02-16,2334,2,3,3,4,1027500,85600,556500,42800
5890,2022-02-17,5685,5,6,8,5,1157900,96400,627100,48200
5891,2022-02-18,5922,5,9,2,2,1181300,98400,639800,49200
5892,2022-02-21,0010,0,0,1,0,1082100,270500,676300,135200
5893,2022-02-22,8108,8,1,0,8,825500,68700,447100,34300
5894,2022-02-23,5632,5,6,3,2,841900,35000,438400,17500
5895,2022-02-24,3289,3,2,8,9,814400,33900,424100,16900
5896,2022-02-25,1554,1,5,5,4,1384100,115300,749700,57600
5897,2022-02-28,4803,4,8,0,3,1095900,45600,570700,22800
5898,2022-03-01,5279,5,2,7,9,726500,30200,378300,15100
5899,2022-03-02,3365,3,3,6,5,901300,75100,488200,37500
5900,2022-03-03,1990,1,9,9,0,682200,56800,369500,28400
5901,2022-03-04,3591,3,5,9,1,653900,27200,340500,13600
5902,2022-03-07,8432,8,4,3,2,658000,27400,342700,13700
5903,2022-03-08,8726,8,7,2,6,904900,37700,471300,18800
5904,2022-03-09,5692,5,6,9,2,769600,32000,400800,16000
5905,2022-03-10,6992,6,9,9,2,877200,73100,475100,36500
5906,2022-03-11,6774,6,7,7,4,1170000,97500,633700,48700
5907,2022-03-14,1763,1,7,6,3,934800,38900,486800,19400
5908,2022-03-15,3913,3,9,1,3,868400,72300,470300,36100
5909,2022-03-16,7733,7,7,3,3,841000,140100,490500,70000
5910,2022-03-17,1346,1,3,4,6,956600,39800,498200,19900
5911,2022-03-18,4844,4,8,4,4,1386800,346700,866700,173300
5912,2022-03-21,4218,4,2,1,8,677500,28200,352800,14100
5913,2022-03-22,8984,8,9,8,4,1056700,88000,572300,44000
5914,2022-03-23,8432,8,4,3,2,539200,22400,280800,11200
5915,2022-03-24,1378,1,3,7,8,955800,39800,497800,19900
5916,2022-03-25,1188,1,1,8,8,325500,54200,189800,27100
5917,2022-03-28,7738,7,7,3,8,990000,82500,536200,41200
5918,2022-03-29,4909,4,9,0,9,1323900,110300,717100,55100
5919,2022-03-30,0036,0,0,3,6,994700,82800,538700,41400
5920,2022-03-31,0389,0,3,8,9,963000,40100,501500,20000
5921,2022-04-01,7136,7,1,3,6,1053400,43800,548600,21900
5922,2022-04-04,7000,7,0,0,0,1062600,265600,664100,132800
5923,2022-04-05,8986,8,9,8,6,1056000,88000,572000,44000
5924,2022-04-06,9094,9,0,9,4,1420000,118300,769100,59100
5925,2022-04-07,1858,1,8,5,8,902300,75100,488700,37500
5926,2022-04-08,0896,0,8,9,6,1038100,43200,540600,21600
5927,2022-04-11,7495,7,4,9,5,1125200,46800,586000,23400
5928,2022-04-12,0479,0,4,7,9,943200,39300,491200,19600
5929,2022-04-13,3221,3,2,2,1,950300,79100,514700,39500
5930,2022-04-14,7844,7,8,4,4,643200,53600,348400,26800
5931,2022-04-15,1026,1,0,2,6,358900,14900,186900,7400
5932,2022-04-18,2025,2,0,2,5,685800,57100,371400,28500
5933,2022-04-19,6481,6,4,8,1,1065100,44300,554700,22100
5934,2022-04-20,8635,8,6,3,5,650100,27000,338500,13500
5935,2022-04-21,9970,9,9,7,0,1325300,110400,717800,55200
5936,2022-04-22,7005,7,0,0,5,918200,76500,497300,38200
5937,2022-04-25,0966,0,9,6,6,1206900,100500,653700,50200
5938,2022-04-26,6230,6,2,3,0,1139500,47400,593400,23700
5939,2022-04-27,6399,6,3,9,9,831200,69200,450200,34600
5940,2022-04-28,1629,1,6,2,9,696000,29000,362500,14500
5941,2022-04-29,9545,9,5,4,5,1112700,92700,602700,46300
5942,2022-05-02,0139,0,1,3,9,923500,38400,480900,19200
5943,2022-05-03,7113,7,1,1,3,930900,77500,504200,38700
5944,2022-05-04,5222,5,2,2,2,1126000,281500,703700,140700
5945,2022-05-05,8977,8,9,7,7,900400,75000,487700,37500
5946,2022-05-06,7127,7,1,2,7,1057900,88100,573000,44000
5947,2022-05-09,4086,4,0,8,6,863000,35900,449400,17900
5948,2022-05-10,9533,9,5,3,3,1012100,84300,548200,42100
5949,2022-05-11,2804,2,8,0,4,791500,32900,412200,16400
5950,2022-05-12,3661,3,6,6,1,1037500,86400,561900,43200
5951,2022-05-13,6348,6,3,4,8,832700,34600,433600,17300
5952,2022-05-16,2304,2,3,0,4,1083000,45100,564000,22500
5953,2022-05-17,1960,1,9,6,0,428500,17800,223100,8900
5954,2022-05-18,9015,9,0,1,5,917900,38200,478000,19100
5955,2022-05-19,3272,3,2,7,2,1282900,106900,694900,53400
5956,2022-05-20,2334,2,3,3,4,722200,60100,391100,30000
5957,2022-05-23,6801,6,8,0,1,1146100,47700,596900,23800
5958,2022-05-24,7574,7,5,7,4,1375600,114600,745100,57300
5959,2022-05-25,6575,6,5,7,5,928800,77400,503100,38700
5960,2022-05-26,5128,5,1,2,8,783100,32600,407800,16300
5961,2022-05-27,5393,5,3,9,3,1287800,107300,697500,53600
5962,2022-05-30,1590,1,5,9,0,927100,38600,482800,19300
5963,2022-05-31,4058,4,0,5,8,1052700,43800,548200,21900
5964,2022-06-01,6357,6,3,5,7,1198300,49900,624100,24900
5965,2022-06-02,1312,1,3,1,2,827000,68900,447900,34400
5966,2022-06-03,9919,9,9,1,9,784000,196000,490000,98000
5967,2022-06-06,3197,3,1,9,7,774800,32200,403500,16100
5968,2022-06-07,1198,1,1,9,8,966200,80500,523300,40200
5969,2022-06-08,4185,4,1,8,5,813000,33800,423400,16900
5970,2022-06-09,7363,7,3,6,3,1282600,106800,694700,53400
5971,2022-06-10,5808,5,8,0,8,1454600,121200,787900,60600
5972,2022-06-13,9366,9,3,6,6,945500,78700,512100,39300
5973,2022-06-14,6840,6,8,4,0,1352800,56300,704500,28100
5974,2022-06-15,7968,7,9,6,8,852300,35500,443900,17700
5975,2022-06-16,5302,5,3,0,2,1217400,50700,634000,25300
5976,2022-06-17,6092,6,0,9,2,1307000,54400,680700,27200
5977,2022-06-20,1099,1,0,9,9,784200,65300,424700,32600
5978,2022-06-21,3256,3,2,5,6,819200,34100,426600,17000
5979,2022-06-22,7523,7,5,2,3,908500,37800,473100,18900
5980,2022-06-23,2057,2,0,5,7,635800,26400,331100,13200
5981,2022-06-24,0433,0,4,3,3,1544900,128700,836800,64300
5982,2022-06-27,7335,7,3,3,5,911000,75900,493400,37900
5983,2022-06-28,9210,9,2,1,0,703800,29300,366500,14600
5984,2022-06-29,2350,2,3,5,0,742600,30900,386700,15400
5985,2022-06-30,4841,4,8,4,1,902500,75200,488800,37600
5986,2022-07-01,9771,9,7,7,1,1206300,100500,653400,50200
5987,2022-07-04,1921,1,9,2,1,710200,59100,384600,29500
5988,2022-07-05,0440,0,4,4,0,1368600,228100,798300,114000
5989,2022-07-06,7677,7,6,7,7,1039200,259800,649500,129900
5990,2022-07-07,8336,8,3,3,6,1146400,95500,620900,47700
5991,2022-07-08,8209,8,2,0,9,1191600,49600,620600,24800
5992,2022-07-11,6903,6,9,0,3,704900,29300,367100,14600
5993,2022-07-12,3726,3,7,2,6,640300,26600,333400,13300
5994,2022-07-13,0679,0,6,7,9,953500,39700,496600,19800
