draw_no,draw_date,winning_number,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
1461,2004-12-17,5183,5,1,8,3,968700,40300,504500,20100
1462,2004-12-20,0068,0,0,6,8,1223600,101900,662700,50900
1463,2004-12-21,6169,6,1,6,9,1068200,89000,578600,44500
1464,2004-12-22,7967,7,9,6,7,1171500,97600,634500,48800
1465,2004-12-23,0918,0,9,1,8,314200,13000,163600,6500
1466,2004-12-24,9933,9,9,3,3,1079200,179800,629500,89900
1467,2004-12-27,1224,1,2,2,4,164000,13600,88800,6800
1468,2004-12-28,6967,6,9,6,7,1090500,90800,590600,45400
1469,2004-12-29,1343,1,3,4,3,1153900,96100,625000,48000
1470,2004-12-30,6626,6,6,2,6,1351600,337900,844700,168900
1471,2005-01-04,7171,7,1,7,1,614000,102300,358100,51100
1472,2005-01-05,6471,6,4,7,1,1184300,49300,616800,24600
1473,2005-01-06,0351,0,3,5,1,1069700,44500,557100,22200
1474,2005-01-07,8285,8,2,8,5,899600,74900,487200,37400
1475,2005-01-10,8073,8,0,7,3,1489200,62000,775600,31000
1476,2005-01-11,3857,3,8,5,7,764500,31800,398100,15900
1477,2005-01-12,8550,8,5,5,0,976100,81300,528700,40600
1478,2005-01-13,6604,6,6,0,4,1462300,121800,792000,60900
1479,2005-01-14,4777,4,7,7,7,1036900,259200,648000,129600
1480,2005-01-17,8635,8,6,3,5,875200,36400,455800,18200
1481,2005-01-18,8076,8,0,7,6,1361500,56700,709100,28300
1482,2005-01-19,6157,6,1,5,7,1269400,52800,661100,26400
1483,2005-01-20,7542,7,5,4,2,1101500,45800,573600,22900
1484,2005-01-21,9074,9,0,7,4,1007700,41900,524800,20900
1485,2005-01-24,6214,6,2,1,4,1047200,43600,545400,21800
1486,2005-01-25,4563,4,5,6,3,957900,39900,498900,19900
1487,2005-01-26,1147,1,1,4,7,467300,38900,253100,19400
1488,2005-01-27,5471,5,4,7,1,829600,34500,432000,17200
1489,2005-01-28,3430,3,4,3,0,1242100,103500,672800,51700
1490,2005-01-31,9439,9,4,3,9,1182900,98500,640700,49200
1491,2005-02-01,8691,8,6,9,1,916000,38100,477000,19000
1492,2005-02-02,9222,9,2,2,2,1287200,321800,804500,160900
1493,2005-02-03,0017,0,0,1,7,1027400,85600,556500,42800
1494,2005-02-04,3705,3,7,0,5,1005900,41900,523900,20900
1495,2005-02-07,9887,9,8,8,7,1040800,86700,563700,43300
1496,2005-02-08,8468,8,4,6,8,1190900,99200,645000,49600
1497,2005-02-09,2994,2,9,9,4,1163400,96900,630100,48400
1498,2005-02-10,8939,8,9,3,9,1095900,91300,593600,45600
1499,2005-02-11,1565,1,5,6,5,1132300,94300,613300,47100
1500,2005-02-14,7732,7,7,3,2,1089600,90800,590200,45400
1501,2005-02-15,4560,4,5,6,0,1311600,54600,683100,27300
1502,2005-02-16,2453,2,4,5,3,1013900,42200,528000,21100
1503,2005-02-17,7948,7,9,4,8,1108000,46100,577000,23000
1504,2005-02-18,1070,1,0,7,0,1075700,89600,582600,44800
1505,2005-02-21,4392,4,3,9,2,933900,38900,486400,19400
1506,2005-02-22,4076,4,0,7,6,1108100,46100,577100,23000
1507,2005-02-23,2109,2,1,0,9,821700,34200,427900,17100
1508,2005-02-24,6789,6,7,8,9,471500,19600,245500,9800
1509,2005-02-25,0263,0,2,6,3,1409700,58700,734200,29300
1510,2005-02-28,9485,9,4,8,5,1252100,52100,652100,26000
1511,2005-03-01,4811,4,8,1,1,930200,77500,503800,38700
1512,2005-03-02,0695,0,6,9,5,1725400,71800,898600,35900
1513,2005-03-03,8015,8,0,1,5,818600,34100,426300,17000
1514,2005-03-04,8284,8,2,8,4,1139000,94900,616900,47400
1515,2005-03-07,3021,3,0,2,1,894300,37200,465700,18600
1516,2005-03-08,1615,1,6,1,5,776400,64700,420500,32300
1517,2005-03-09,9419,9,4,1,9,1070500,89200,579800,44600
1518,2005-03-10,7514,7,5,1,4,856000,35600,445800,17800
1519,2005-03-11,0351,0,3,5,1,994000,41400,517700,20700
1520,2005-03-14,1564,1,5,6,4,859000,35700,447300,17800
1521,2005-03-15,5566,5,5,6,6,796300,132700,464500,66300
1522,2005-03-16,6788,6,7,8,8,866200,72100,469100,36000
1523,2005-03-17,6690,6,6,9,0,1148400,95700,622000,47800
1524,2005-03-18,1103,1,1,0,3,286400,23800,155100,11900
1525,2005-03-21,0710,0,7,1,0,580500,48300,314400,24100
1526,2005-03-22,3325,3,3,2,5,728100,60600,394300,30300
1527,2005-03-23,1159,1,1,5,9,924600,77000,500800,38500
1528,2005-03-24,9802,9,8,0,2,969400,40300,504800,20100
1529,2005-03-25,9681,9,6,8,1,1153600,48000,600800,24000
1530,2005-03-28,2796,2,7,9,6,1074700,44700,559700,22300
1531,2005-03-29,7836,7,8,3,6,989300,41200,515200,20600
1532,2005-03-30,2604,2,6,0,4,1187000,49400,618200,24700
1533,2005-03-31,8376,8,3,7,6,1089000,45300,567100,22600
1534,2005-04-01,0870,0,8,7,0,1412700,117700,765200,58800
1535,2005-04-04,7156,7,1,5,6,875700,36400,456000,18200
1536,2005-04-05,4789,4,7,8,9,660100,27500,343800,13700
1537,2005-04-06,7976,7,9,7,6,1038500,86500,562500,43200
1538,2005-04-07,3976,3,9,7,6,862600,35900,449200,17900
1539,2005-04-08,2008,2,0,0,8,1282300,106800,694500,53400
1540,2005-04-11,7390,7,3,9,0,1097300,45700,571500,22800
1541,2005-04-12,1822,1,8,2,2,1019400,84900,552100,42400
1542,2005-04-13,7581,7,5,8,1,928800,38700,483700,19300
1543,2005-04-14,3981,3,9,8,1,644000,26800,335400,13400
1544,2005-04-15,3845,3,8,4,5,958800,39900,499300,19900
1545,2005-04-18,2912,2,9,1,2,857300,71400,464300,35700
1546,2005-04-19,7441,7,4,4,1,647900,53900,350900,26900
1547,2005-04-20,0304,0,3,0,4,926200,77100,501600,38500
1548,2005-04-21,8531,8,5,3,1,886100,36900,461500,18400
1549,2005-04-22,3091,3,0,9,1,1054700,43900,549300,21900
1550,2005-04-25,0595,0,5,9,5,1507400,125600,816500,62800
1551,2005-04-26,4563,4,5,6,3,825800,34400,430100,17200
1552,2005-04-27,1550,1,5,5,0,1058100,88100,573100,44000
1553,2005-04-28,2221,2,2,2,1,1036300,259000,647600,129500
1554,2005-04-29,7238,7,2,3,8,850400,35400,442900,17700
1555,2005-05-02,4833,4,8,3,3,1303100,108500,705800,54200
1556,2005-05-03,9726,9,7,2,6,1245700,51900,648800,25900
1557,2005-05-04,7624,7,6,2,4,811000,33700,422300,16800
1558,2005-05-05,0858,0,8,5,8,1383900,115300,749600,57600
1559,2005-05-06,7664,7,6,6,4,1121500,93400,607400,46700
1560,2005-05-09,0982,0,9,8,2,980800,40800,510800,20400
1561,2005-05-10,2527,2,5,2,7,719100,59900,389500,29900
1562,2005-05-11,4560,4,5,6,0,753600,31400,392500,15700
1563,2005-05-12,6175,6,1,7,5,1076200,44800,560500,22400
1564,2005-05-13,8372,8,3,7,2,974500,40600,507500,20300
1565,2005-05-16,8699,8,6,9,9,1093700,91100,592400,45500
1566,2005-05-17,1148,1,1,4,8,561200,46700,303900,23300
1567,2005-05-18,5410,5,4,1,0,884200,36800,460500,18400
1568,2005-05-19,1357,1,3,5,7,419000,17400,218200,8700
1569,2005-05-20,0580,0,5,8,0,1089700,90800,590200,45400
1570,2005-05-23,2142,2,1,4,2,828600,69000,448800,34500
1571,2005-05-24,9244,9,2,4,4,1053600,87800,570700,43900
1572,2005-05-25,0402,0,4,0,2,744800,62000,403400,31000
1573,2005-05-26,3742,3,7,4,2,834400,34700,434500,17300
1574,2005-05-27,3876,3,8,7,6,635700,26400,331000,13200
1575,2005-05-30,1827,1,8,2,7,783700,32600,408100,16300
1576,2005-05-31,4078,4,0,7,8,921500,38300,479900,19100
1577,2005-06-01,4042,4,0,4,2,1176900,98000,637400,49000
1578,2005-06-02,9932,9,9,3,2,1173900,97800,635800,48900
1579,2005-06-03,1754,1,7,5,4,766100,31900,399000,15900
1580,2005-06-06,4124,4,1,2,4,893600,74400,484000,37200
1581,2005-06-07,6085,6,0,8,5,1057000,44000,550500,22000
1582,2005-06-08,3775,3,7,7,5,935800,77900,506800,38900
1583,2005-06-09,2319,2,3,1,9,704000,29300,366600,14600
1584,2005-06-10,3171,3,1,7,1,976300,81300,528800,40600
1585,2005-06-13,3957,3,9,5,7,862100,35900,449000,17900
1586,2005-06-14,8714,8,7,1,4,869100,36200,452600,18100
1587,2005-06-15,6528,6,5,2,8,887700,36900,462300,18400
1588,2005-06-16,3180,3,1,8,0,978000,40700,509300,20300
1589,2005-06-17,0005,0,0,0,5,1047500,261800,654600,130900
1590,2005-06-20,8555,8,5,5,5,1398200,349500,873800,174700
1591,2005-06-21,8382,8,3,8,2,1046500,87200,566800,43600
1592,2005-06-22,3439,3,4,3,9,890700,74200,482400,37100
1593,2005-06-23,6427,6,4,2,7,841300,35000,438100,17500
1594,2005-06-24,4166,4,1,6,6,1101500,91700,596600,45800
1595,2005-06-27,6261,6,2,6,1,973800,81100,527400,40500
1596,2005-06-28,1187,1,1,8,7,673300,56100,364700,28000
1597,2005-06-29,4732,4,7,3,2,853300,35500,444400,17700
1598,2005-06-30,2177,2,1,7,7,821600,68400,445000,34200
1599,2005-07-01,1564,1,5,6,4,753800,31400,392600,15700
1600,2005-07-04,7630,7,6,3,0,998000,41500,519700,20700
1601,2005-07-05,3304,3,3,0,4,1365100,113700,739400,56800
1602,2005-07-06,9108,9,1,0,8,744500,31000,387700,15500
1603,2005-07-07,5081,5,0,8,1,881000,36700,458800,18300
1604,2005-07-08,5316,5,3,1,6,867200,36100,451600,18000
1605,2005-07-11,1676,1,6,7,6,1060400,88300,574300,44100
1606,2005-07-12,7151,7,1,5,1,757100,63000,410000,31500
1607,2005-07-13,2574,2,5,7,4,705800,29400,367600,14700
1608,2005-07-14,8266,8,2,6,6,1436800,119700,778200,59800
1609,2005-07-15,3417,3,4,1,7,703300,29300,366300,14600
1610,2005-07-18,0477,0,4,7,7,1053100,87700,570400,43800
1611,2005-07-19,2055,2,0,5,5,1010000,84100,547000,42000
1612,2005-07-20,6743,6,7,4,3,809700,33700,421700,16800
1613,2005-07-21,6362,6,3,6,2,992200,82600,537400,41300
1614,2005-07-22,3267,3,2,6,7,626000,26000,326000,13000
1615,2005-07-25,5607,5,6,0,7,1084900,45200,565000,22600
1616,2005-07-26,2398,2,3,9,8,980500,40800,510600,20400
1617,2005-07-27,9060,9,0,6,0,1290900,107500,699200,53700
1618,2005-07-28,2067,2,0,6,7,806300,33500,419900,16700
1619,2005-07-29,2064,2,0,6,4,943500,39300,491400,19600
1620,2005-08-01,2422,2,4,2,2,1443800,360900,902300,180400
1621,2005-08-02,6069,6,0,6,9,1410600,117500,764000,58700
1622,2005-08-03,5897,5,8,9,7,1362000,56700,709300,28300
1623,2005-08-04,8795,8,7,9,5,948200,39500,493800,19700
1624,2005-08-05,5638,5,6,3,8,909600,37900,473700,18900
1625,2005-08-08,5587,5,5,8,7,876400,73000,474700,36500
1626,2005-08-09,2154,2,1,5,4,1006000,41900,523900,20900
1627,2005-08-10,1157,1,1,5,7,653400,54400,353900,27200
1628,2005-08-11,0001,0,0,0,1,831800,207900,519800,103900
1629,2005-08-12,9565,9,5,6,5,1328400,110700,719500,55300
1630,2005-08-15,9834,9,8,3,4,869600,36200,452900,18100
1631,2005-08-16,3493,3,4,9,3,1034600,86200,560400,43100
1632,2005-08-17,8506,8,5,0,6,1238300,51500,644900,25700
1633,2005-08-18,0393,0,3,9,3,1277400,106400,691900,53200
1634,2005-08-19,5160,5,1,6,0,978300,40700,509500,20300
1635,2005-08-22,1594,1,5,9,4,1013300,42200,527700,21100
1636,2005-08-23,6655,6,6,5,5,885200,147500,516300,73700
1637,2005-08-24,6798,6,7,9,8,835700,34800,435200,17400
1638,2005-08-25,0966,0,9,6,6,413300,34400,223800,17200
1639,2005-08-26,7473,7,4,7,3,810800,67500,439100,33700
1640,2005-08-29,5004,5,0,0,4,1291300,107600,699400,53800
1641,2005-08-30,4012,4,0,1,2,765300,31800,398500,15900
1642,2005-08-31,2719,2,7,1,9,718800,29900,374300,14900
1643,2005-09-01,0996,0,9,9,6,1027900,85600,556700,42800
1644,2005-09-02,6077,6,0,7,7,953000,79400,516200,39700
1645,2005-09-05,3223,3,2,2,3,865000,144100,504500,72000
1646,2005-09-06,3020,3,0,2,0,717100,59700,388400,29800
1647,2005-09-07,6852,6,8,5,2,1276500,53100,664800,26500
1648,2005-09-08,2417,2,4,1,7,788800,32800,410800,16400
1649,2005-09-09,9858,9,8,5,8,1521800,126800,824300,63400
1650,2005-09-12,0154,0,1,5,4,1231200,51300,641200,25600
1651,2005-09-13,6831,6,8,3,1,1152300,48000,600100,24000
1652,2005-09-14,5582,5,5,8,2,781500,65100,423300,32500
1653,2005-09-15,7339,7,3,3,9,1068100,89000,578500,44500
1654,2005-09-16,5451,5,4,5,1,1121300,93400,607300,46700
1655,2005-09-19,9061,9,0,6,1,1071100,44600,557800,22300
1656,2005-09-20,0398,0,3,9,8,1146100,47700,596900,23800
1657,2005-09-21,1558,1,5,5,8,1015800,84600,550200,42300
1658,2005-09-22,6864,6,8,6,4,1023500,85200,554300,42600
1659,2005-09-23,2676,2,6,7,6,1234000,102800,668400,51400
1660,2005-09-26,4785,4,7,8,5,688900,28700,358800,14300
1661,2005-09-27,4631,4,6,3,1,1038500,43200,540800,21600
1662,2005-09-28,4122,4,1,2,2,579000,48200,313600,24100
1663,2005-09-29,5435,5,4,3,5,1049500,87400,568400,43700
1664,2005-09-30,4149,4,1,4,9,977200,81400,529300,40700
1665,2005-10-03,7300,7,3,0,0,1178500,98200,638300,49100
1666,2005-10-04,9450,9,4,5,0,967500,40300,503900,20100
1667,2005-10-05,3687,3,6,8,7,825000,34300,429600,17100
1668,2005-10-06,3458,3,4,5,8,865300,36000,450600,18000
1669,2005-10-07,9579,9,5,7,9,1283200,106900,695000,53400
1670,2005-10-10,2318,2,3,1,8,880700,36600,458600,18300
1671,2005-10-11,7074,7,0,7,4,1382300,115100,748700,57500
1672,2005-10-12,6268,6,2,6,8,977900,81400,529600,40700
1673,2005-10-13,6294,6,2,9,4,1361600,56700,709100,28300
1674,2005-10-14,3296,3,2,9,6,1038600,43200,540900,21600
1675,2005-10-17,6180,6,1,8,0,1285300,53500,669400,26700
1676,2005-10-18,6084,6,0,8,4,1030800,42900,536800,21400
1677,2005-10-19,1910,1,9,1,0,502800,41900,272300,20900
1678,2005-10-20,1717,1,7,1,7,489100,81500,285300,40700
1679,2005-10-21,4044,4,0,4,4,1158300,289500,723900,144700
1680,2005-10-24,9128,9,1,2,8,1087300,45300,566300,22600
1681,2005-10-25,0479,0,4,7,9,881000,36700,458800,18300
1682,2005-10-26,3796,3,7,9,6,902400,37600,470000,18800
1683,2005-10-27,3911,3,9,1,1,768600,64000,416300,32000
1684,2005-10-28,6992,6,9,9,2,948000,79000,513500,39500
1685,2005-10-31,6903,6,9,0,3,910000,37900,473900,18900
1686,2005-11-01,5406,5,4,0,6,1087400,45300,566300,22600
1687,2005-11-02,1896,1,8,9,6,1009300,42000,525600,21000
1688,2005-11-03,7876,7,8,7,6,995400,82900,539100,41400
1689,2005-11-04,5788,5,7,8,8,859600,71600,465600,35800
1690,2005-11-07,2491,2,4,9,1,950600,39600,495100,19800
1691,2005-11-08,0635,0,6,3,5,1132800,47200,590000,23600
1692,2005-11-09,2190,2,1,9,0,963300,40100,501700,20000
1693,2005-11-10,7164,7,1,6,4,868900,36200,452500,18100
1694,2005-11-11,8812,8,8,1,2,1028300,85600,556900,42800
1695,2005-11-14,5343,5,3,4,3,1097500,91400,594400,45700
1696,2005-11-15,3676,3,6,7,6,806600,67200,436900,33600
1697,2005-11-16,6094,6,0,9,4,705700,29400,367500,14700
1698,2005-11-17,0978,0,9,7,8,899400,37400,468400,18700
1699,2005-11-18,9708,9,7,0,8,794800,33100,413900,16500
1700,2005-11-21,2098,2,0,9,8,898000,37400,467700,18700
1701,2005-11-22,3121,3,1,2,1,608700,50700,329700,25300
1702,2005-11-23,4327,4,3,2,7,914900,38100,476500,19000
1703,2005-11-24,4344,4,3,4,4,589700,147400,368500,73700
1704,2005-11-25,6520,6,5,2,0,1189500,49500,619500,24700
1705,2005-11-28,9906,9,9,0,6,1247900,103900,675900,51900
1706,2005-11-29,9961,9,9,6,1,1092100,91000,591500,45500
1707,2005-11-30,0588,0,5,8,8,1191500,99200,645300,49600
1708,2005-12-01,1837,1,8,3,7,873500,36300,454900,18100
1709,2005-12-02,6880,6,8,8,0,1336200,111300,723700,55600
1710,2005-12-05,5296,5,2,9,6,766600,31900,399200,15900
1711,2005-12-06,9419,9,4,1,9,1390500,115800,753100,57900
1712,2005-12-07,7161,7,1,6,1,1091100,90900,591000,45400
1713,2005-12-08,2997,2,9,9,7,1096400,91300,593800,45600
1714,2005-12-09,6007,6,0,0,7,1154700,96200,625400,48100
1715,2005-12-12,8052,8,0,5,2,986500,41100,513800,20500
1716,2005-12-13,4769,4,7,6,9,810800,33700,422200,16800
1717,2005-12-14,3087,3,0,8,7,969300,40300,504800,20100
1718,2005-12-15,4483,4,4,8,3,1213400,101100,657200,50500
1719,2005-12-16,2315,2,3,1,5,674300,28000,351100,14000
1720,2005-12-19,1555,1,5,5,5,900100,225000,562500,112500
1721,2005-12-20,4050,4,0,5,0,860900,71700,466300,35800
1722,2005-12-21,9193,9,1,9,3,1360200,113300,736700,56600
1723,2005-12-22,0647,0,6,4,7,1395100,58100,726600,29000
1724,2005-12-23,6295,6,2,9,5,1071400,44600,558000,22300
1725,2005-12-26,8117,8,1,1,7,1129300,94100,611700,47000
1726,2005-12-27,1073,1,0,7,3,903300,37600,470400,18800
1727,2005-12-28,6056,6,0,5,6,1115000,92900,603900,46400
1728,2005-12-29,0103,0,1,0,3,669700,55800,362700,27900
1729,2005-12-30,8783,8,7,8,3,1218700,101500,660100,50700
1730,2006-01-04,7013,7,0,1,3,861000,35800,448400,17900
1731,2006-01-05,8860,8,8,6,0,1442700,120200,781400,60100
1732,2006-01-06,9956,9,9,5,6,1099700,91600,595600,45800
1733,2006-01-09,9047,9,0,4,7,905900,37700,471800,18800
1734,2006-01-10,8758,8,7,5,8,1272800,106000,689400,53000
1735,2006-01-11,4330,4,3,3,0,1465200,122100,793600,61000
1736,2006-01-12,9022,9,0,2,2,873400,72700,473000,36300
1737,2006-01-13,1284,1,2,8,4,1169000,48700,608800,24300
1738,2006-01-16,6128,6,1,2,8,987800,41100,514400,20500
1739,2006-01-17,4210,4,2,1,0,888300,37000,462600,18500
1740,2006-01-18,8741,8,7,4,1,1128400,47000,587700,23500
1741,2006-01-19,6010,6,0,1,0,977300,81400,529300,40700
1742,2006-01-20,9869,9,8,6,9,853800,71100,462400,35500
1743,2006-01-23,7369,7,3,6,9,986600,41100,513800,20500
1744,2006-01-24,2821,2,8,2,1,1040400,86700,563500,43300
1745,2006-01-25,9100,9,1,0,0,991300,82600,536900,41300
1746,2006-01-26,8229,8,2,2,9,1092400,91000,591700,45500
1747,2006-01-27,5581,5,5,8,1,765000,63700,414300,31800
1748,2006-01-30,7175,7,1,7,5,949800,79100,514400,39500
1749,2006-01-31,2318,2,3,1,8,830300,34500,432400,17200
1750,2006-02-01,2799,2,7,9,9,1265500,105400,685400,52700
1751,2006-02-02,2480,2,4,8,0,800800,33300,417000,16600
1752,2006-02-03,5424,5,4,2,4,1088000,90600,589300,45300
1753,2006-02-06,2641,2,6,4,1,762800,31700,397200,15800
1754,2006-02-07,8723,8,7,2,3,682300,28400,355300,14200
1755,2006-02-08,0284,0,2,8,4,1258500,52400,655400,26200
1756,2006-02-09,7125,7,1,2,5,736100,30600,383300,15300
1757,2006-02-10,1596,1,5,9,6,1041600,43400,542500,21700
1758,2006-02-13,8385,8,3,8,5,951900,79300,515600,39600
1759,2006-02-14,2085,2,0,8,5,983200,40900,512000,20400
1760,2006-02-15,0191,0,1,9,1,952000,79300,515600,39600
1761,2006-02-16,0978,0,9,7,8,767700,31900,399800,15900
1762,2006-02-17,9216,9,2,1,6,698100,29000,363500,14500
1763,2006-02-20,6108,6,1,0,8,912800,38000,475400,19000
1764,2006-02-21,3899,3,8,9,9,1343400,111900,727600,55900
1765,2006-02-22,2947,2,9,4,7,884900,36800,460800,18400
1766,2006-02-23,8824,8,8,2,4,904700,75300,490000,37600
1767,2006-02-24,5209,5,2,0,9,1144800,47700,596200,23800
1768,2006-02-27,2384,2,3,8,4,898400,37400,467900,18700
1769,2006-02-28,5983,5,9,8,3,1017500,42300,529900,21100
1770,2006-03-01,7550,7,5,5,0,1135400,94600,615000,47300
1771,2006-03-02,2707,2,7,0,7,899800,74900,487300,37400
1772,2006-03-03,0599,0,5,9,9,1202500,100200,651300,50100
1773,2006-03-06,3016,3,0,1,6,876400,36500,456400,18200
1774,2006-03-07,3537,3,5,3,7,698600,58200,378400,29100
1775,2006-03-08,5139,5,1,3,9,888300,37000,462600,18500
1776,2006-03-09,2682,2,6,8,2,926800,77200,502000,38600
1777,2006-03-10,7246,7,2,4,6,727300,30300,378800,15100
1778,2006-03-13,9424,9,4,2,4,999000,83200,541100,41600
1779,2006-03-14,4863,4,8,6,3,797000,33200,415100,16600
1780,2006-03-15,7111,7,1,1,1,954200,238500,596300,119200
1781,2006-03-16,7975,7,9,7,5,1215500,101200,658300,50600
1782,2006-03-17,7877,7,8,7,7,1465800,366400,916100,183200
1783,2006-03-20,0364,0,3,6,4,1447300,60300,753800,30100
1784,2006-03-21,4101,4,1,0,1,876900,73000,474900,36500
1785,2006-03-22,9599,9,5,9,9,1227200,306800,767000,153400
1786,2006-03-23,3953,3,9,5,3,993200,82700,537900,41300
1787,2006-03-24,3103,3,1,0,3,392700,32700,212700,16300
1788,2006-03-27,6095,6,0,9,5,948300,39500,493900,19700
1789,2006-03-28,6476,6,4,7,6,1135200,94600,614900,47300
1790,2006-03-29,4821,4,8,2,1,898400,37400,467900,18700
1791,2006-03-30,2379,2,3,7,9,680800,28300,354500,14100
1792,2006-03-31,3337,3,3,3,7,660700,165100,412900,82500
1793,2006-04-03,7193,7,1,9,3,705500,29300,367400,14600
1794,2006-04-04,7476,7,4,7,6,918600,76500,497500,38200
1795,2006-04-05,7348,7,3,4,8,999400,41600,520500,20800
1796,2006-04-06,6029,6,0,2,9,799700,33300,416500,16600
1797,2006-04-07,8570,8,5,7,0,1299500,54100,676800,27000
1798,2006-04-10,3440,3,4,4,0,1187800,98900,643300,49400
1799,2006-04-11,1655,1,6,5,5,1032200,86000,559100,43000
1800,2006-04-12,8192,8,1,9,2,863000,35900,449400,17900
1801,2006-04-13,6922,6,9,2,2,903900,75300,489600,37600
1802,2006-04-14,3000,3,0,0,0,1197500,299300,748400,149600
1803,2006-04-17,8147,8,1,4,7,940200,39100,489600,19500
1804,2006-04-18,4393,4,3,9,3,946800,78900,512800,39400
1805,2006-04-19,8680,8,6,8,0,1198000,99800,648900,49900
1806,2006-04-20,1896,1,8,9,6,823900,34300,429100,17100
1807,2006-04-21,5187,5,1,8,7,1007400,41900,524600,20900
1808,2006-04-24,2607,2,6,0,7,1081300,45000,563100,22500
1809,2006-04-25,5519,5,5,1,9,737800,61400,399600,30700
1810,2006-04-26,7358,7,3,5,8,738800,30700,384700,15300
1811,2006-04-27,3388,3,3,8,8,825600,137600,481600,68800
1812,2006-04-28,9894,9,8,9,4,981400,81700,531500,40800
1813,2006-05-01,5205,5,2,0,5,1297700,108100,702900,54000
1814,2006-05-02,8862,8,8,6,2,1193700,99400,646500,49700
1815,2006-05-03,7068,7,0,6,8,1146500,47700,597100,23800
1816,2006-05-04,7321,7,3,2,1,957600,39900,498700,19900
1817,2006-05-05,7102,7,1,0,2,1086200,45200,565700,22600
1818,2006-05-08,0915,0,9,1,5,532000,22100,277000,11000
1819,2006-05-09,3891,3,8,9,1,741900,30900,386400,15400
1820,2006-05-10,5727,5,7,2,7,926800,77200,502000,38600
1821,2006-05-11,8024,8,0,2,4,774300,32200,403200,16100
1822,2006-05-12,3401,3,4,0,1,1111800,46300,579000,23100
1823,2006-05-15,7881,7,8,8,1,1337300,111400,724300,55700
1824,2006-05-16,2310,2,3,1,0,720500,30000,375200,15000
1825,2006-05-17,4634,4,6,3,4,837100,69700,453400,34800
1826,2006-05-18,1231,1,2,3,1,481700,40100,260900,20000
1827,2006-05-19,5072,5,0,7,2,868700,36100,452400,18000
1828,2006-05-22,8837,8,8,3,7,1233600,102800,668200,51400
1829,2006-05-23,9050,9,0,5,0,1178200,98100,638100,49000
1830,2006-05-24,4626,4,6,2,6,916800,76400,496600,38200
1831,2006-05-25,8465,8,4,6,5,1251200,52100,651600,26000
1832,2006-05-26,0211,0,2,1,1,563100,46900,305000,23400
1833,2006-05-29,3650,3,6,5,0,1091200,45400,568300,22700
1834,2006-05-30,7466,7,4,6,6,1291300,107600,699400,53800
1835,2006-05-31,3388,3,3,8,8,875800,145900,510800,72900
1836,2006-06-01,8420,8,4,2,0,957700,39900,498800,19900
1837,2006-06-02,2685,2,6,8,5,939600,39100,489300,19500
1838,2006-06-05,1508,1,5,0,8,833100,34700,433900,17300
1839,2006-06-06,1775,1,7,7,5,1040400,86700,563500,43300
1840,2006-06-07,8705,8,7,0,5,1021900,42500,532200,21200
1841,2006-06-08,8557,8,5,5,7,842900,70200,456500,35100
1842,2006-06-09,8451,8,4,5,1,759800,31600,395700,15800
1843,2006-06-12,4505,4,5,0,5,1182700,98500,640600,49200
1844,2006-06-13,9601,9,6,0,1,1146700,47700,597200,23800
1845,2006-06-14,8567,8,5,6,7,935500,38900,487200,19400
1846,2006-06-15,2655,2,6,5,5,1209600,100800,655200,50400
1847,2006-06-16,8912,8,9,1,2,949200,39500,494300,19700
1848,2006-06-19,8717,8,7,1,7,941800,78400,510100,39200
1849,2006-06-20,4991,4,9,9,1,983100,81900,532500,40900
1850,2006-06-21,5671,5,6,7,1,990000,41200,515600,20600
1851,2006-06-22,3654,3,6,5,4,713000,29700,371300,14800
1852,2006-06-23,0772,0,7,7,2,1743200,145200,944200,72600
1853,2006-06-26,3444,3,4,4,4,1002400,250600,626500,125300
